idnovel,tr_word1,tr_word2,tr_word3,tr_word4,tr_word5,ch_word1,ch_word2,ch_word3,ch_word4,ch_word5,st_word1,st_word2,st_word3,st_word4,st_word5,md_word1,md_word2,md_word3,md_word4,md_word5
5014,윤 혜 ,은영 전 ,알코올 중독자 ,사람 ,욕망 속 ,당혹스럽다,부담스럽다,차갑다,가능하다,상냥하다,지루하다,부담스럽다,당혹스럽다,싫어하다,흥미롭다,NULL,NULL,NULL,NULL,NULL
5016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5019,영화 ,캐스 톨 ,감독 자신 ,사랑 이야기 ,카 일리 ,부패하다,당연하다,멋지다,두근거리다,독특하다,끊임없다,담담하다,굉장하다,시시콜콜하다,작다,담담하다,유쾌하다,소소하다,넘치다,평범하다
5020,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5021,여주 ,남 주 ,꽃 궁녀 ,암투 물 ,개리 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,끈적끈적하다,원하다,이렇다,가깝다,아니다
5022,책 ,마케팅 ,영어 ,때 ,인문학 ,성장하다,지루하다,괜찮다,잘생기다,딴다,버겁다,수월하다,멋지다,아깝다,비싸다,적합하다,잔인하다,무겁다,좋아하다,더럽다
5023,남 주 ,서 평단 ,민영 앞 ,토의 달 ,은정 작가 ,간절하다,더하다,작다,빡치다,불과하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5024,무연 ,홍이 ,모습 ,사랑 이야기 ,마음 ,아니다,어떠하다,안녕하다,예쁘다,굳다,NULL,NULL,NULL,NULL,NULL,조심스럽다,저렇다,잔잔하다,아프다,아름답다
5025,서진 우 ,남 주 ,여주 은행 ,남자 ,상사 성현 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,아쉽다,담백하다,착하다,드세다,상냥하다
5026,안나 ,크리스토프 ,말 ,연 ,엘사 ,화사하다,잘생기다,새까맣다,새롭다,불쌍하다,부옇다,충분하다,잘생기다,유쾌하다,불쌍하다,맑다,여전하다,있다,멀다,어떻다
5027,우즈 벡 ,포토 저널리스트 ,한국 ,사람 ,영화 ,성급하다,간략하다,유치하다,어여쁘다,방탕하다,주제넘다,반하다,무뚝뚝하다,면밀하다,가능하다,휩쓸다,어리석다,무모하다,신선하다,자랑스럽다
5028,윤 공현 ,남 주 ,이준 ,패키지 피파 ,협박 범 ,불쌍하다,이쁘다,버겁다,멀다,영원하다,높다,충분하다,가능하다,가볍다,무겁다,탄탄하다,반갑다,충분하다,덜하다,높다
5029,남 주 ,말 ,손 절 ,페르난도 노인 ,사람 ,귀엽다,적당하다,안되다,흐뭇다,편안하다,재밌다,도도하다,집요하다,귀엽다,잘맞다,황당하다,급격하다,너그럽다,끊임없다,피로하다
5030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5031,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
501,망생 이 ,피아 아카데미 ,태민 작가 ,후 ,정도 ,있다,없다,슬기롭다,적당하다,어떻다,이상하다,슬기롭다,바쁘다,아니다,적당하다,NULL,NULL,NULL,NULL,NULL
502,강 도준 ,팬 미팅 ,주연 배우 ,뉴 베이커리 ,영화 촬영 ,잘생기다,없다,잘나다,같다,편하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
503,학 신 ,로 셀 ,뱅 퀴어 ,판타지 마법 ,중생 ,좋아하다,유치하다,같다,검다,어떻다,가능하다,힘들다,그렇다,넓다,진지하다,비슷하다,건조하다,없다,가깝다,아니다
504,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
505,NULL,NULL,NULL,NULL,NULL,같다,화려하다,있다,흔하다,특이하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
506,메 모라 ,주인공 ,설지 후 ,로 유진 ,패 러 ,변하다,또렷하다,단순하다,올바르다,원하다,있다,덜하다,끊임없다,간단하다,애매하다,유쾌하다,유사하다,굉장하다,간략하다,여전하다
507,영화 촬영 ,히치콕 ,여성 ,감독 ,마가 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
508,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
509,입 니다 ,주인공 은자 ,계약 ,전자 ,작업 ,즐겁다,안녕하다,없다,나쁘다,당하다,흥미롭다,없다,가볍다,당하다,좋다,NULL,NULL,NULL,NULL,NULL
510,주식 경험 ,주인공 ,말 ,군대 ,포상 ,같다,없다,괜찮다,있다,신기하다,같다,없다,그렇다,흔하다,괜찮다,NULL,NULL,NULL,NULL,NULL
511,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
513,아스 날 ,주인공 ,축구 선수 ,활약 ,선수 ,성공하다,같다,미치다,있다,많다,있다,성공하다,헷갈리다,같다,많다,NULL,NULL,NULL,NULL,NULL
514,농사 물 ,세 농 ,디펜스 세계수 ,씹 창 ,기능 차원 ,좋아하다,아니다,간단하다,어렵다,긴박하다,긴박하다,빠르다,좋아하다,어렵다,간단하다,좋아하다,긴박하다,간단하다,빠르다,어렵다
515,작 연 ,일연 ,대체 역사 ,역대 급 ,자연 구분 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
516,NULL,NULL,NULL,NULL,NULL,같다,성공하다,재밌다,없다,특별하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
517,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
518,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
519,유성우 ,권 속 ,오크 보스 ,악마 진영 ,마 굴 ,치밀하다,불가능하다,그렇다,적응하다,대단하다,괜찮다,궁금하다,짧다,높다,가득하다,NULL,NULL,NULL,NULL,NULL
520,글 로즈 ,시 후 ,보이 그룹 ,남 돌 ,류 레이블 ,있다,향기롭다,좋다,없다,조용하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
521,센티 넬 ,조아라 현재 ,설정 길잡이 ,심해 경 ,소녀 전선 ,괴롭다,건방지다,인하다,야하다,불안정하다,건방지다,추하다,짧다,야하다,흔하다,유쾌하다,꾸준하다,안좋다,미치다,팍팍하다
522,임 말 ,문 피아 ,연중 작가 ,링크 대역 ,조선 ,힘들다,깊다,어중간하다,힘드다,어색하다,힘드다,정확하다,힘들다,어지간하다,재미없다,NULL,NULL,NULL,NULL,NULL
523,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
524,유비 ,능력 ,미래 ,인물 ,인재 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
526,란 테 ,홍 주영 ,아시 ,게임 ,게임 ,짧다,단순하다,특출나다,이렇다,손쉽다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
527,NULL,NULL,NULL,NULL,NULL,묵직하다,이렇다,변하다,기대하다,인하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
528,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
529,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
530,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
531,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
532,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
533,운 학 ,장삼 ,심 법 ,장 무기 ,파 천성 ,싫어하다,비슷하다,재밌다,색다르다,아니다,NULL,NULL,NULL,NULL,NULL,이상하다,위대하다,힘드다,검다,기쁘다
534,주인공 ,무림 맹주 ,벽 하진 ,마 봉기 ,송화 린 ,안되다,유일하다,아무렇다,성공하다,비싸다,검다,평범하다,지루하다,뛰어나다,착하다,확실하다,필요하다,수많다,미치다,행복하다
535,김 건의 ,축복 속 ,재능 ,글 ,목소리 ,흔하다,스럽다,다양하다,좋아하다,가난하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
536,남 기갑 ,메카 물 ,아 카 ,이 세계 ,사상 최강 ,교묘하다,진하다,미치다,그만하다,없다,성장하다,야릇하다,어떻다,솔직하다,고맙다,출중하다,고맙다,분명하다,성장하다,중요하다
537,헌터 물 ,김재한 작가 ,용 마검 ,주인공 ,현대 판타지 ,방대하다,길다,스럽다,미치다,참신하다,다양하다,그렇다,이렇다,인하다,원하다,NULL,NULL,NULL,NULL,NULL
538,금 태식 ,상현 ,스컬 길드 ,중층 도시 ,부활 룰렛 ,비슷하다,가능하다,다르다,고맙다,두렵다,편하다,깔끔하다,이롭다,궁금하다,싫다,무겁다,가볍다,웬만하다,충분하다,엄청나다
539,랜드 시네마 ,인자 김성균 ,연기 사실 ,최민식 ,하정우 ,있다,같다,당하다,많다,안되다,많다,있다,같다,그렇다,안되다,있다,같다,안되다,많다,이상하다
540,주인공 ,게임 판타지 ,김 갈비뼈 ,공비 급 ,뽑기 시스템 ,있다,그렇다,강하다,같다,무시무시하다,극심하다,높다,상당하다,재미있다,없다,유일하다,짧다,다양하다,불필요하다,궁핍하다
541,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
542,사전 예약 ,군단 시스템 ,게임 쿠폰 ,게임 ,매지 션 ,따뜻하다,작다,시원시원하다,이렇다,다행하다,깊다,빨르다,필요하다,탄탄하다,짜증나다,NULL,NULL,NULL,NULL,NULL
543,원숭이 ,주인공 ,무공 ,후기 ,주인공 ,억울하다,당하다,이러하다,없다,찰지다,그렇다,있다,흔하다,아니다,찰지다,NULL,NULL,NULL,NULL,NULL
544,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
545,검 림 ,이서 휘 ,주인공 ,마 존 ,옥 의 ,있다,파렴치하다,새롭다,빠르다,패배하다,멋있다,아깝다,흥미롭다,굵다,애매하다,매끄럽다,소중하다,유쾌하다,부족하다,특이하다
546,어 빌 ,소녀 마나 ,애슈턴 스미스 ,한정 공증 ,속성 저항 ,재미있다,뚜렷하다,이렇다,엄청나다,반하다,멋있다,뚜렷하다,재미있다,엄청나다,졸렬하다,시시하다,재밌다,좋아하다,뛰어나다,완전하다
547,의 제왕 ,주인공 ,마 물 ,마나 블레이드 ,전투 상대 ,똑같다,우승하다,특출나다,흔하다,가득하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
548,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
549,유현 작가 ,헌터 시스템 ,먼치킨 캐릭터 ,혁 무림 ,무협 세계 ,높다,신선하다,탄탄하다,싸하다,시원하다,자세하다,적절하다,그렇다,지루하다,깔끔하다,NULL,NULL,NULL,NULL,NULL
550,신지 후 ,테 르 ,신우 혁 ,데뷔 앨범 ,버스 킹 ,이렇다,넘치다,없다,망하다,있다,같다,변하다,넘치다,다르다,미치다,NULL,NULL,NULL,NULL,NULL
551,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
552,영화 ,디트로이트 빈민가 ,오컬트 아이템 ,추천 말 ,작품 ,재밌다,처절하다,성공하다,아쉽다,으스스하다,NULL,NULL,NULL,NULL,NULL,있다,섬뜩하다,무섭다,그렇다,많다
553,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
554,주인공 ,사람 ,작가 ,좀비 ,전화 ,힘드다,뒤늦다,힘들다,유일하다,같다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
555,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
556,NULL,NULL,NULL,NULL,NULL,무능하다,같다,착하다,좋아하다,없다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
557,미래 지식 ,미래 지식 ,추천 추 ,뽕 기술 ,이 세계 ,희다,유치하다,아니다,있다,평범하다,흥미롭다,멍청하다,그렇다,같다,다르다,NULL,NULL,NULL,NULL,NULL
558,빙의 물 ,주인공 ,하차 ,독 ,마 새 ,많다,신선하다,전무하다,유일하다,아니다,야하다,갑작스럽다,황당하다,낭비하다,멀쩡하다,NULL,NULL,NULL,NULL,NULL
559,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
560,이상 정주 ,마법 력 ,문 피아 ,작품 ,드 립 ,멸망하다,신선하다,필요하다,힘드다,안되다,풍부하다,아니다,있다,안녕하다,하얗다,싸하다,아쉽다,괜찮다,곱다,아깝다
561,물 축구 ,회귀 ,구단 이야기 ,팀 ,주인공 ,뛰어나다,성공하다,많다,힘들다,성장하다,다름없다,많다,뛰어나다,강하다,재미있다,NULL,NULL,NULL,NULL,NULL
562,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
563,NULL,NULL,NULL,NULL,NULL,같다,유쾌하다,불쾌하다,어지간하다,없다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
564,여주 물 ,프롤로그 스토리 ,로 판 ,레드 세인트 ,추 구만리 ,검다,애매하다,평범하다,당하다,솔직하다,애매하다,검다,평범하다,당하다,솔직하다,신선하다,좋다,안되다,부탁드리다,아니다
565,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
566,게임 속 ,암 케나 ,한 ,게임 ,타오 니어 ,능숙하다,진지하다,뻔하다,어떠하다,이러하다,성장하다,힘겹다,능숙하다,냉정하다,악랄하다,처참하다,처절하다,친밀하다,소박하다,무겁다
567,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
568,의료 권력 ,능력 ,교통사고 ,아버지 ,의료 ,답답하다,시원하다,명확하다,같다,있다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
569,NULL,NULL,NULL,NULL,NULL,뻔하다,안녕하다,느리다,좋아하다,좋다,안녕하다,좋아하다,뻔하다,좋다,느리다,NULL,NULL,NULL,NULL,NULL
570,주인공 ,탑 ,세계 완결 ,마이아 드 ,주인공 속 ,미묘하다,바쁘다,실패하다,있다,가능하다,가볍다,비슷하다,참신하다,난데없다,단순하다,NULL,NULL,NULL,NULL,NULL
571,무사시 리즈 ,무협 환 ,작품 욕 ,하차 한무 ,무사 연재 ,아니다,암약하다,유명하다,많다,성장하다,성장하다,익숙하다,같다,어렵다,솔직하다,NULL,NULL,NULL,NULL,NULL
572,NULL,NULL,NULL,NULL,NULL,신선하다,안녕하다,반하다,재미있다,좋아하다,재미있다,있다,재밌다,아니다,반하다,NULL,NULL,NULL,NULL,NULL
573,작품 천재 ,주인공 ,재능 충 ,피지컬 괴물 ,주인공 이 ,있다,없다,엄청나다,좋다,재미있다,힘드다,엄청나다,흥미롭다,어떻다,빨르다,편하다,필요하다,괜찮다,충실하다,흔하다
574,강 한진 ,노인 은 ,이 미 ,빗 토끼 ,한 가게 ,NULL,NULL,NULL,NULL,NULL,탱탱하다,없다,재밌다,굳다,깊다,NULL,NULL,NULL,NULL,NULL
575,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
576,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
577,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
578,드 드래곤 ,션 프로토콜 ,네크론 유닛 ,파편 달 ,때 ,위험하다,흥미롭다,명확하다,어느새다,덥다,명확하다,어느새다,가깝다,뾰족뾰족하다,위험하다,중요하다,충분하다,멋지다,기발하다,더럽다
579,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
580,NULL,NULL,NULL,NULL,NULL,귀엽다,단순하다,나쁘다,재밌다,상당하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
581,뉴 월드 ,생산 건물 ,신 내정 ,돈 게임 ,자신 ,못지않다,아니다,불편하다,어떻다,있다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
582,NULL,NULL,NULL,NULL,NULL,안녕하다,단순하다,재미있다,좋아하다,나쁘다,재미있다,갑작스럽다,안녕하다,단순하다,좋아하다,NULL,NULL,NULL,NULL,NULL
583,택시 기사 ,사람 ,블랙 캡 ,책 사랑 ,신입사원 연수 ,NULL,NULL,NULL,NULL,NULL,평탄하다,필요하다,고통스럽다,무겁다,짧다,NULL,NULL,NULL,NULL,NULL
584,주인공 ,스키 ,바로 ,시간 ,지구인 ,안전하다,같다,안녕하다,다양하다,두렵다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
585,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
586,빌 보 ,영화 호빗 ,절대 반지 ,하이 프레임 ,골룸 간달프 ,있다,멀다,안되다,없다,그렇다,있다,멀다,없다,그렇다,변하다,NULL,NULL,NULL,NULL,NULL
587,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
588,송 회장 ,경태 ,풍 영 ,회귀 물 ,호텔 사업 ,역다,특이하다,악하다,강하다,젊다,안녕하다,반갑다,단조롭다,숨막히다,역다,스럽다,확실하다,불쾌하다,그만하다,필요하다
589,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
