idnovel,date,score
5016,2020-09-01,0
5016,2020-10-01,0
5017,2020-01-01,0
5017,2020-02-01,0
5017,2020-03-01,0
5017,2020-04-01,0
5017,2020-05-01,0
5017,2020-06-01,0
5017,2020-07-01,0
5017,2020-08-01,0
5017,2020-09-01,0
5017,2020-10-01,0
5018,2020-01-01,0
5018,2020-02-01,0
5018,2020-03-01,0
5018,2020-04-01,0
5018,2020-05-01,0
5018,2020-06-01,0
5018,2020-07-01,0
5018,2020-08-01,0
5018,2020-09-01,0
5018,2020-10-01,0
5019,2020-01-01,0
5019,2020-02-01,0
5019,2020-03-01,0
5019,2020-04-01,0
5019,2020-05-01,0
5019,2020-06-01,0
5019,2020-07-01,0
5019,2020-08-01,0
5019,2020-09-01,0
5019,2020-10-01,0
5020,2020-01-01,0
5020,2020-02-01,0
5020,2020-03-01,0
5020,2020-04-01,0
5020,2020-05-01,0
5020,2020-06-01,0
5020,2020-07-01,0
5020,2020-08-01,0
5020,2020-09-01,0
5020,2020-10-01,0
5021,2020-01-01,0
5021,2020-02-01,0
5021,2020-03-01,0
5021,2020-04-01,0
5021,2020-05-01,0
5021,2020-06-01,41.06
5021,2020-07-01,0
5021,2020-08-01,0
5021,2020-09-01,0
5021,2020-10-01,0
5022,2020-01-01,0
5022,2020-02-01,0
5022,2020-03-01,0
5022,2020-04-01,0
5022,2020-05-01,0
5022,2020-06-01,0
5022,2020-07-01,0
5022,2020-08-01,0
5022,2020-09-01,0
5022,2020-10-01,0
5023,2020-01-01,0
5023,2020-02-01,0
5023,2020-03-01,0
5023,2020-04-01,0
5023,2020-05-01,0
5023,2020-06-01,0
5023,2020-07-01,0
5023,2020-08-01,0
5023,2020-09-01,0
5023,2020-10-01,0
5024,2020-01-01,0
5024,2020-02-01,0
5024,2020-03-01,0
5024,2020-04-01,0
5024,2020-05-01,0
5024,2020-06-01,0
5024,2020-07-01,0
5024,2020-08-01,0
5024,2020-09-01,0
5024,2020-10-01,0
5025,2020-01-01,0
5025,2020-02-01,0
5025,2020-03-01,0
5025,2020-04-01,0
5025,2020-05-01,0
5025,2020-06-01,0
5025,2020-07-01,0
5025,2020-08-01,0
5025,2020-09-01,0
5025,2020-10-01,0
5026,2020-01-01,0
5026,2020-02-01,0
5026,2020-03-01,0
5026,2020-04-01,0
5026,2020-05-01,0
5026,2020-06-01,0
5026,2020-07-01,0
5026,2020-08-01,0
5026,2020-09-01,0
5026,2020-10-01,0
5027,2020-01-01,0
5027,2020-02-01,0
5027,2020-03-01,0
5027,2020-04-01,0
5027,2020-05-01,0
5027,2020-06-01,0
5027,2020-07-01,0
5027,2020-08-01,0
5027,2020-09-01,0
5027,2020-10-01,0
5028,2020-01-01,0
5028,2020-02-01,0
5028,2020-03-01,0
5028,2020-04-01,0
5028,2020-05-01,0
5028,2020-06-01,0
5028,2020-07-01,0
5028,2020-08-01,0
5028,2020-09-01,0
5028,2020-10-01,0
5029,2020-01-01,0
5029,2020-02-01,0
5029,2020-03-01,0
5029,2020-04-01,0
5029,2020-05-01,0
5029,2020-06-01,0
5029,2020-07-01,0
5029,2020-08-01,0
5029,2020-09-01,0
5029,2020-10-01,0
5030,2020-01-01,0
5030,2020-02-01,0
5030,2020-03-01,0
5030,2020-04-01,0
5030,2020-05-01,0
5030,2020-06-01,0
5030,2020-07-01,0
5030,2020-08-01,0
5030,2020-09-01,0
5030,2020-10-01,0
5031,2020-01-01,0
5031,2020-02-01,0
5031,2020-03-01,0
5031,2020-04-01,0
5031,2020-05-01,0
5031,2020-06-01,0
5031,2020-07-01,0
5031,2020-08-01,0
5031,2020-09-01,0
5031,2020-10-01,0
501,2020-01-01,0
501,2020-02-01,46.43
501,2020-03-01,54.46
501,2020-04-01,32.49
501,2020-05-01,39.11
501,2020-06-01,36.13
501,2020-07-01,75.59
501,2020-08-01,15.48
501,2020-09-01,12.06
501,2020-10-01,37.26
502,2020-01-01,4.33
502,2020-02-01,32.25
502,2020-03-01,0
502,2020-04-01,18.81
502,2020-05-01,41.96
502,2020-06-01,0
502,2020-07-01,30.79
502,2020-08-01,0
502,2020-09-01,51.68
502,2020-10-01,0
503,2020-01-01,0
503,2020-02-01,55.94
503,2020-03-01,53.18
503,2020-04-01,60.93
503,2020-05-01,61.76
503,2020-06-01,35.5
503,2020-07-01,34.11
503,2020-08-01,57.9
503,2020-09-01,57.48
503,2020-10-01,68.58
504,2020-01-01,0
504,2020-02-01,21.86
504,2020-03-01,0
504,2020-04-01,5.15
504,2020-05-01,0
504,2020-06-01,0
504,2020-07-01,0
504,2020-08-01,0
504,2020-09-01,0
504,2020-10-01,0
505,2020-01-01,57.09
505,2020-02-01,25.34
505,2020-03-01,0
505,2020-04-01,73.35
505,2020-05-01,58.87
505,2020-06-01,0
505,2020-07-01,0
505,2020-08-01,25.54
505,2020-09-01,0
505,2020-10-01,0
506,2020-01-01,42.33
506,2020-02-01,45.5
506,2020-03-01,47.66
506,2020-04-01,46.42
506,2020-05-01,41.91
506,2020-06-01,46.34
506,2020-07-01,52.1
506,2020-08-01,52.53
506,2020-09-01,40.15
506,2020-10-01,42.67
507,2020-01-01,7.28
507,2020-02-01,0
507,2020-03-01,0
507,2020-04-01,1.63
507,2020-05-01,0
507,2020-06-01,0
507,2020-07-01,49.54
507,2020-08-01,0
507,2020-09-01,0
507,2020-10-01,0
508,2020-01-01,0
508,2020-02-01,0
508,2020-03-01,0
508,2020-04-01,0
508,2020-05-01,0
508,2020-06-01,0
508,2020-07-01,0
508,2020-08-01,0
508,2020-09-01,0
508,2020-10-01,0
509,2020-01-01,42.33
509,2020-02-01,62.95
509,2020-03-01,46.63
509,2020-04-01,79.61
509,2020-05-01,58.08
509,2020-06-01,31.86
509,2020-07-01,35.7
509,2020-08-01,0
509,2020-09-01,62.35
509,2020-10-01,54.38
510,2020-01-01,64.88
510,2020-02-01,66.22
510,2020-03-01,71.21
510,2020-04-01,55.76
510,2020-05-01,47.07
510,2020-06-01,49.59
510,2020-07-01,76.69
510,2020-08-01,50.08
510,2020-09-01,49.97
510,2020-10-01,0
511,2020-01-01,39.99
511,2020-02-01,60
511,2020-03-01,95.72
511,2020-04-01,0
511,2020-05-01,45.44
511,2020-06-01,0
511,2020-07-01,41.62
511,2020-08-01,0
511,2020-09-01,0
511,2020-10-01,0
512,2020-01-01,0
512,2020-02-01,45.11
512,2020-03-01,0
512,2020-04-01,0
512,2020-05-01,0
512,2020-06-01,23.37
512,2020-07-01,0
512,2020-08-01,0
512,2020-09-01,0
512,2020-10-01,0
513,2020-01-01,54.43
513,2020-02-01,73.48
513,2020-03-01,30.51
513,2020-04-01,45.45
513,2020-05-01,0
513,2020-06-01,97.02
513,2020-07-01,0
513,2020-08-01,0
513,2020-09-01,0
513,2020-10-01,0
514,2020-01-01,0
514,2020-02-01,51.58
514,2020-03-01,59.92
514,2020-04-01,44.34
514,2020-05-01,0
514,2020-06-01,78.32
514,2020-07-01,65.83
514,2020-08-01,14.67
514,2020-09-01,41.51
514,2020-10-01,14.21
515,2020-01-01,0
515,2020-02-01,63.62
515,2020-03-01,0
515,2020-04-01,0
515,2020-05-01,0
515,2020-06-01,0
515,2020-07-01,0
515,2020-08-01,0
515,2020-09-01,0
515,2020-10-01,0
516,2020-01-01,25.1
516,2020-02-01,45.67
516,2020-03-01,0
516,2020-04-01,54.05
516,2020-05-01,24.89
516,2020-06-01,0
516,2020-07-01,99.1
516,2020-08-01,10.16
516,2020-09-01,0
516,2020-10-01,0
517,2020-01-01,64.32
517,2020-02-01,39.52
517,2020-03-01,0
517,2020-04-01,0
517,2020-05-01,14.4
517,2020-06-01,0
517,2020-07-01,0
517,2020-08-01,0
517,2020-09-01,0
517,2020-10-01,0
518,2020-01-01,54.41
518,2020-02-01,44.67
518,2020-03-01,74.63
518,2020-04-01,0
518,2020-05-01,0
518,2020-06-01,8.53
518,2020-07-01,95.56
518,2020-08-01,0
518,2020-09-01,0
518,2020-10-01,0
519,2020-01-01,46.88
519,2020-02-01,46.94
519,2020-03-01,48.91
519,2020-04-01,45.36
519,2020-05-01,50.1
519,2020-06-01,63.14
519,2020-07-01,49.34
519,2020-08-01,29.12
519,2020-09-01,34.11
519,2020-10-01,6.46
520,2020-01-01,62.67
520,2020-02-01,69.63
520,2020-03-01,45.39
520,2020-04-01,53.78
520,2020-05-01,50.45
520,2020-06-01,54.09
520,2020-07-01,62.28
520,2020-08-01,45.43
520,2020-09-01,96.55
520,2020-10-01,42.74
521,2020-01-01,60.72
521,2020-02-01,39.57
521,2020-03-01,33.07
521,2020-04-01,52.66
521,2020-05-01,36.52
521,2020-06-01,14.3
521,2020-07-01,36.39
521,2020-08-01,21.55
521,2020-09-01,73.24
521,2020-10-01,17.43
522,2020-01-01,46.55
522,2020-02-01,60
522,2020-03-01,53.86
522,2020-04-01,53.7
522,2020-05-01,36.2
522,2020-06-01,42.88
522,2020-07-01,43.85
522,2020-08-01,53.49
522,2020-09-01,46.07
522,2020-10-01,43.9
523,2020-01-01,0
523,2020-02-01,0
523,2020-03-01,16.86
523,2020-04-01,0
523,2020-05-01,0
523,2020-06-01,0
523,2020-07-01,0
523,2020-08-01,0
523,2020-09-01,0
523,2020-10-01,0
524,2020-01-01,41.69
524,2020-02-01,59.07
524,2020-03-01,46.44
524,2020-04-01,36.3
524,2020-05-01,47.3
524,2020-06-01,47.97
524,2020-07-01,73.04
524,2020-08-01,56.59
524,2020-09-01,14.96
524,2020-10-01,0
526,2020-01-01,45.47
526,2020-02-01,28.43
526,2020-03-01,8.96
526,2020-04-01,0
526,2020-05-01,0
526,2020-06-01,62.63
526,2020-07-01,48.26
526,2020-08-01,43.22
526,2020-09-01,29.37
526,2020-10-01,0
527,2020-01-01,47.45
527,2020-02-01,36.26
527,2020-03-01,73.86
527,2020-04-01,44.83
527,2020-05-01,93.52
527,2020-06-01,36.41
527,2020-07-01,52.42
527,2020-08-01,48.49
527,2020-09-01,34.67
527,2020-10-01,0
528,2020-01-01,0
528,2020-02-01,32.09
528,2020-03-01,55.18
528,2020-04-01,60.28
528,2020-05-01,38.9
528,2020-06-01,0
528,2020-07-01,15.21
528,2020-08-01,62.94
528,2020-09-01,42.43
528,2020-10-01,0
529,2020-01-01,35.08
529,2020-02-01,36.62
529,2020-03-01,50.13
529,2020-04-01,40.59
529,2020-05-01,11.88
529,2020-06-01,0
529,2020-07-01,20.5
529,2020-08-01,55.18
529,2020-09-01,28.32
529,2020-10-01,0
530,2020-01-01,0
530,2020-02-01,0
530,2020-03-01,0
530,2020-04-01,0
530,2020-05-01,0
530,2020-06-01,0
530,2020-07-01,0
530,2020-08-01,0
530,2020-09-01,0
530,2020-10-01,0
531,2020-01-01,15.72
531,2020-02-01,0
531,2020-03-01,0
531,2020-04-01,32.54
531,2020-05-01,17.96
531,2020-06-01,0
531,2020-07-01,0
531,2020-08-01,0
531,2020-09-01,0
531,2020-10-01,0
532,2020-01-01,26.62
532,2020-02-01,33.1
532,2020-03-01,0
532,2020-04-01,67.5
532,2020-05-01,0
532,2020-06-01,0
532,2020-07-01,32.79
532,2020-08-01,23.15
532,2020-09-01,0
532,2020-10-01,0
533,2020-01-01,57.98
533,2020-02-01,0
533,2020-03-01,89
533,2020-04-01,39.52
533,2020-05-01,52.88
533,2020-06-01,93.94
533,2020-07-01,0
533,2020-08-01,0
533,2020-09-01,66.43
533,2020-10-01,0
534,2020-01-01,54.55
534,2020-02-01,51.83
534,2020-03-01,46.28
534,2020-04-01,51.8
534,2020-05-01,38.27
534,2020-06-01,66.95
534,2020-07-01,49.62
534,2020-08-01,51.3
534,2020-09-01,56.24
534,2020-10-01,46.29
535,2020-01-01,0
535,2020-02-01,40.72
535,2020-03-01,43.51
535,2020-04-01,27.36
535,2020-05-01,42.48
535,2020-06-01,49.59
535,2020-07-01,83.9
535,2020-08-01,53.47
535,2020-09-01,55.99
535,2020-10-01,0
536,2020-01-01,62.17
536,2020-02-01,35.19
536,2020-03-01,31.93
536,2020-04-01,33.59
536,2020-05-01,41.18
536,2020-06-01,92.54
536,2020-07-01,0
536,2020-08-01,29.63
536,2020-09-01,37.3
536,2020-10-01,54.27
537,2020-01-01,0
537,2020-02-01,0
537,2020-03-01,0
537,2020-04-01,49.16
537,2020-05-01,0
537,2020-06-01,44.95
537,2020-07-01,62.54
537,2020-08-01,50.7
537,2020-09-01,0
537,2020-10-01,98.43
538,2020-01-01,48.59
538,2020-02-01,50.27
538,2020-03-01,48.53
538,2020-04-01,55.95
538,2020-05-01,20.18
538,2020-06-01,34.38
538,2020-07-01,35.77
538,2020-08-01,54.4
538,2020-09-01,57.47
538,2020-10-01,0
539,2020-01-01,33.3
539,2020-02-01,44.72
539,2020-03-01,56.1
539,2020-04-01,82.94
539,2020-05-01,0
539,2020-06-01,37.43
539,2020-07-01,0
539,2020-08-01,0
539,2020-09-01,0
539,2020-10-01,0
540,2020-01-01,43.61
540,2020-02-01,43.39
540,2020-03-01,0
540,2020-04-01,41.84
540,2020-05-01,66.31
540,2020-06-01,38.1
540,2020-07-01,0
540,2020-08-01,33.31
540,2020-09-01,0
540,2020-10-01,0
541,2020-01-01,0
541,2020-02-01,47.8
541,2020-03-01,26.58
541,2020-04-01,48.65
541,2020-05-01,49.34
541,2020-06-01,13.69
541,2020-07-01,58.89
541,2020-08-01,22.36
541,2020-09-01,13.06
541,2020-10-01,0
542,2020-01-01,0
542,2020-02-01,10.2
542,2020-03-01,0
542,2020-04-01,0
542,2020-05-01,0
542,2020-06-01,0
542,2020-07-01,0
542,2020-08-01,0
542,2020-09-01,0
542,2020-10-01,0
543,2020-01-01,0
543,2020-02-01,0
543,2020-03-01,0
543,2020-04-01,45.48
543,2020-05-01,0
543,2020-06-01,0
543,2020-07-01,0
543,2020-08-01,0
543,2020-09-01,0
543,2020-10-01,0
544,2020-01-01,0
544,2020-02-01,0
544,2020-03-01,0
544,2020-04-01,0
544,2020-05-01,0
544,2020-06-01,0
544,2020-07-01,6.82
544,2020-08-01,45.45
544,2020-09-01,0
544,2020-10-01,0
545,2020-01-01,65.34
545,2020-02-01,34.76
545,2020-03-01,47.01
545,2020-04-01,45.14
545,2020-05-01,50.28
545,2020-06-01,53.12
545,2020-07-01,50.95
545,2020-08-01,52.98
545,2020-09-01,43.97
545,2020-10-01,53.15
546,2020-01-01,5.79
546,2020-02-01,0
546,2020-03-01,24.29
546,2020-04-01,0
546,2020-05-01,0
546,2020-06-01,0
546,2020-07-01,0
546,2020-08-01,0
546,2020-09-01,5.35
546,2020-10-01,0
547,2020-01-01,5.43
547,2020-02-01,54.4
547,2020-03-01,74.45
547,2020-04-01,0
547,2020-05-01,0
547,2020-06-01,0
547,2020-07-01,0
547,2020-08-01,46.25
547,2020-09-01,0
547,2020-10-01,21.98
548,2020-01-01,0
548,2020-02-01,0
548,2020-03-01,0
548,2020-04-01,0
548,2020-05-01,36.14
548,2020-06-01,32.9
548,2020-07-01,0.18
548,2020-08-01,56.97
548,2020-09-01,0.59
548,2020-10-01,0
549,2020-01-01,34.36
549,2020-02-01,45.68
549,2020-03-01,47
549,2020-04-01,32.97
549,2020-05-01,43.11
549,2020-06-01,96.76
549,2020-07-01,0
549,2020-08-01,53.85
549,2020-09-01,41.64
549,2020-10-01,11.11
550,2020-01-01,0
550,2020-02-01,26.71
550,2020-03-01,66.48
550,2020-04-01,96.87
550,2020-05-01,50.13
550,2020-06-01,45.78
550,2020-07-01,72.89
550,2020-08-01,54.12
550,2020-09-01,0
550,2020-10-01,0
551,2020-01-01,0
551,2020-02-01,0
551,2020-03-01,0
551,2020-04-01,0
551,2020-05-01,0
551,2020-06-01,0
551,2020-07-01,0
551,2020-08-01,74.06
551,2020-09-01,0
551,2020-10-01,0
552,2020-01-01,22.44
552,2020-02-01,0
552,2020-03-01,31.87
552,2020-04-01,0
552,2020-05-01,34.4
552,2020-06-01,0
552,2020-07-01,95.18
552,2020-08-01,0
552,2020-09-01,0
552,2020-10-01,45.8
553,2020-01-01,0
553,2020-02-01,46.49
553,2020-03-01,48.43
553,2020-04-01,50.52
553,2020-05-01,0
553,2020-06-01,0
553,2020-07-01,37.89
553,2020-08-01,0
553,2020-09-01,0
553,2020-10-01,0
554,2020-01-01,0
554,2020-02-01,9.31
554,2020-03-01,0
554,2020-04-01,0
554,2020-05-01,0
554,2020-06-01,0
554,2020-07-01,0
554,2020-08-01,0
554,2020-09-01,0
554,2020-10-01,0
555,2020-01-01,0
555,2020-02-01,0
555,2020-03-01,0
555,2020-04-01,64.26
555,2020-05-01,0
555,2020-06-01,0
555,2020-07-01,0
555,2020-08-01,0
555,2020-09-01,37.04
555,2020-10-01,43.98
556,2020-01-01,0
556,2020-02-01,43.79
556,2020-03-01,45.69
556,2020-04-01,61.88
556,2020-05-01,0
556,2020-06-01,0
556,2020-07-01,57.09
556,2020-08-01,29.91
556,2020-09-01,43.09
556,2020-10-01,0
557,2020-01-01,0
557,2020-02-01,44.39
557,2020-03-01,44.86
557,2020-04-01,49.66
557,2020-05-01,36.58
557,2020-06-01,49.43
557,2020-07-01,49.48
557,2020-08-01,54.35
557,2020-09-01,53.9
557,2020-10-01,52.2
558,2020-01-01,41
558,2020-02-01,34.58
558,2020-03-01,45.16
558,2020-04-01,27.82
558,2020-05-01,41.59
558,2020-06-01,42.76
558,2020-07-01,56.51
558,2020-08-01,38.89
558,2020-09-01,22.35
558,2020-10-01,32
559,2020-01-01,41.58
559,2020-02-01,0.73
559,2020-03-01,19.79
559,2020-04-01,91.93
559,2020-05-01,75.33
559,2020-06-01,0
559,2020-07-01,14.34
559,2020-08-01,0
559,2020-09-01,0
559,2020-10-01,0
560,2020-01-01,48.79
560,2020-02-01,54.47
560,2020-03-01,39.15
560,2020-04-01,48.38
560,2020-05-01,40.81
560,2020-06-01,47.6
560,2020-07-01,43.71
560,2020-08-01,38.91
560,2020-09-01,48.62
560,2020-10-01,66.71
561,2020-01-01,63.43
561,2020-02-01,52.36
561,2020-03-01,65.57
561,2020-04-01,58.44
561,2020-05-01,54.91
561,2020-06-01,62.39
561,2020-07-01,68.36
561,2020-08-01,76.65
561,2020-09-01,53.66
561,2020-10-01,82.64
562,2020-01-01,59.57
562,2020-02-01,0
562,2020-03-01,0
562,2020-04-01,49.96
562,2020-05-01,0
562,2020-06-01,78.69
562,2020-07-01,0
562,2020-08-01,55.76
562,2020-09-01,0
562,2020-10-01,0
563,2020-01-01,0
563,2020-02-01,44.48
563,2020-03-01,91.53
563,2020-04-01,44.64
563,2020-05-01,50.68
563,2020-06-01,47.93
563,2020-07-01,67.28
563,2020-08-01,0
563,2020-09-01,0
563,2020-10-01,5.88
564,2020-01-01,75.09
564,2020-02-01,0
564,2020-03-01,43.6
564,2020-04-01,41.03
564,2020-05-01,0
564,2020-06-01,0
564,2020-07-01,58.98
564,2020-08-01,0
564,2020-09-01,0
564,2020-10-01,0
565,2020-01-01,33.25
565,2020-02-01,60.11
565,2020-03-01,46.31
565,2020-04-01,0
565,2020-05-01,0
565,2020-06-01,24.41
565,2020-07-01,34.78
565,2020-08-01,0
565,2020-09-01,20.52
565,2020-10-01,0
566,2020-01-01,49.17
566,2020-02-01,51.86
566,2020-03-01,35.18
566,2020-04-01,41.45
566,2020-05-01,40.93
566,2020-06-01,39.32
566,2020-07-01,52.3
566,2020-08-01,44.85
566,2020-09-01,45.55
566,2020-10-01,38.43
567,2020-01-01,0
567,2020-02-01,0
567,2020-03-01,0
567,2020-04-01,0
567,2020-05-01,0
567,2020-06-01,58.04
567,2020-07-01,0
567,2020-08-01,0
567,2020-09-01,0
567,2020-10-01,0
568,2020-01-01,65.43
568,2020-02-01,46.11
568,2020-03-01,46.75
568,2020-04-01,52.89
568,2020-05-01,43.51
568,2020-06-01,50.75
568,2020-07-01,36.81
568,2020-08-01,49.92
568,2020-09-01,33.51
568,2020-10-01,43.48
569,2020-01-01,0
569,2020-02-01,0
569,2020-03-01,64.16
569,2020-04-01,73.63
569,2020-05-01,58.62
569,2020-06-01,55.26
569,2020-07-01,20.49
569,2020-08-01,47.77
569,2020-09-01,17.77
569,2020-10-01,8.68
570,2020-01-01,40.84
570,2020-02-01,46.86
570,2020-03-01,60.18
570,2020-04-01,53.15
570,2020-05-01,49.25
570,2020-06-01,49.2
570,2020-07-01,46.49
570,2020-08-01,44.71
570,2020-09-01,46.37
570,2020-10-01,48.87
571,2020-01-01,83.83
571,2020-02-01,46.14
571,2020-03-01,58.46
571,2020-04-01,0
571,2020-05-01,0
571,2020-06-01,0
571,2020-07-01,75.12
571,2020-08-01,0
571,2020-09-01,69.18
571,2020-10-01,0
572,2020-01-01,0
572,2020-02-01,0
572,2020-03-01,0
572,2020-04-01,37.7
572,2020-05-01,0
572,2020-06-01,0
572,2020-07-01,0.77
572,2020-08-01,0
572,2020-09-01,0
572,2020-10-01,0
573,2020-01-01,51.1
573,2020-02-01,52.26
573,2020-03-01,50.2
573,2020-04-01,42.78
573,2020-05-01,50.32
573,2020-06-01,56.78
573,2020-07-01,42.69
573,2020-08-01,35.06
573,2020-09-01,35.63
573,2020-10-01,41.42
574,2020-01-01,57.67
574,2020-02-01,94.4
574,2020-03-01,47.04
574,2020-04-01,39.53
574,2020-05-01,61.69
574,2020-06-01,0
574,2020-07-01,66.67
574,2020-08-01,0
574,2020-09-01,52.77
574,2020-10-01,0
575,2020-01-01,0
575,2020-02-01,0
575,2020-03-01,0
575,2020-04-01,0
575,2020-05-01,0
575,2020-06-01,0
575,2020-07-01,0
575,2020-08-01,0
575,2020-09-01,0
575,2020-10-01,0
576,2020-01-01,0
576,2020-02-01,0
576,2020-03-01,35.23
576,2020-04-01,65.63
576,2020-05-01,18.47
576,2020-06-01,42.5
576,2020-07-01,0
576,2020-08-01,48.9
576,2020-09-01,0
576,2020-10-01,38.97
577,2020-01-01,35.59
577,2020-02-01,48.81
577,2020-03-01,32.27
577,2020-04-01,27.98
577,2020-05-01,37.11
577,2020-06-01,45.45
577,2020-07-01,17.94
577,2020-08-01,9.71
577,2020-09-01,98.57
577,2020-10-01,36.76
578,2020-01-01,0
578,2020-02-01,0
578,2020-03-01,1.08
578,2020-04-01,0
578,2020-05-01,0
578,2020-06-01,0
578,2020-07-01,0
578,2020-08-01,46.63
578,2020-09-01,0
578,2020-10-01,0
579,2020-01-01,14.48
579,2020-02-01,39.48
579,2020-03-01,23.15
579,2020-04-01,13.32
579,2020-05-01,44.36
579,2020-06-01,15.4
579,2020-07-01,20.17
579,2020-08-01,15.14
579,2020-09-01,0
579,2020-10-01,29.42
580,2020-01-01,0
580,2020-02-01,53.88
580,2020-03-01,27.18
580,2020-04-01,29.1
580,2020-05-01,11.03
580,2020-06-01,0
580,2020-07-01,0
580,2020-08-01,0
580,2020-09-01,0
580,2020-10-01,0
581,2020-01-01,27.98
581,2020-02-01,51.19
581,2020-03-01,44.58
581,2020-04-01,7.61
581,2020-05-01,50.56
581,2020-06-01,0
581,2020-07-01,0
581,2020-08-01,63
581,2020-09-01,0
581,2020-10-01,42
582,2020-01-01,40.32
582,2020-02-01,17.48
582,2020-03-01,0
582,2020-04-01,61.77
582,2020-05-01,25.72
582,2020-06-01,0
582,2020-07-01,0
582,2020-08-01,0
582,2020-09-01,0
582,2020-10-01,66.42
583,2020-01-01,84.59
583,2020-02-01,0
583,2020-03-01,0
583,2020-04-01,0
583,2020-05-01,0
583,2020-06-01,0
583,2020-07-01,9.21
583,2020-08-01,0
583,2020-09-01,0
583,2020-10-01,8.46
584,2020-01-01,38.21
584,2020-02-01,38.92
584,2020-03-01,28.55
584,2020-04-01,12.51
584,2020-05-01,0
584,2020-06-01,69.6
584,2020-07-01,29.48
584,2020-08-01,27.99
584,2020-09-01,0
584,2020-10-01,0
585,2020-01-01,0
585,2020-02-01,83.02
585,2020-03-01,32.38
585,2020-04-01,28.65
585,2020-05-01,0
585,2020-06-01,10.02
585,2020-07-01,0
585,2020-08-01,38.61
585,2020-09-01,47.88
585,2020-10-01,0
586,2020-01-01,59.17
586,2020-02-01,0
586,2020-03-01,0
586,2020-04-01,24.92
586,2020-05-01,0
586,2020-06-01,0.27
586,2020-07-01,0
586,2020-08-01,0
586,2020-09-01,0
586,2020-10-01,0
587,2020-01-01,38.98
587,2020-02-01,23.06
587,2020-03-01,0
587,2020-04-01,0
587,2020-05-01,46.3
587,2020-06-01,44.95
587,2020-07-01,23.29
587,2020-08-01,0
587,2020-09-01,53.93
587,2020-10-01,0
588,2020-01-01,71.56
588,2020-02-01,52.85
588,2020-03-01,63.32
588,2020-04-01,37.07
588,2020-05-01,51.6
588,2020-06-01,0
588,2020-07-01,9.61
588,2020-08-01,73.32
588,2020-09-01,0
588,2020-10-01,18.9
589,2020-01-01,27.2
589,2020-02-01,0
589,2020-03-01,0
589,2020-04-01,43.28
589,2020-05-01,0
589,2020-06-01,58.73
589,2020-07-01,56.92
589,2020-08-01,62.64
589,2020-09-01,41.68
589,2020-10-01,0
590,2020-01-01,0
590,2020-02-01,0
590,2020-03-01,82.33
590,2020-04-01,0
590,2020-05-01,1.64
590,2020-06-01,0
590,2020-07-01,55.01
590,2020-08-01,0
590,2020-09-01,0
590,2020-10-01,0
